id,name,age,job,balance,housing,loan,y
1827,Jane,35,Analyst,1256,yes,yes,no
1828,Olivia,55,Manager,4561,no,no,yes
1829,Bob,57,Nurse,4919,no,no,no
1830,Doe,58,Scientist,2164,no,yes,no
1831,Doe,34,Manager,2313,yes,no,no
1832,Sophia,40,Engineer,788,yes,yes,yes
1833,Bob,43,Nurse,4519,no,yes,yes
1834,Olivia,23,Engineer,514,yes,yes,yes
1835,John,24,Engineer,851,no,yes,yes
1836,Liam,29,Programmer,3753,yes,no,no
1837,Alice,50,Scientist,1730,yes,yes,yes
1838,Bob,33,Programmer,2643,yes,yes,yes
1839,Sophia,50,Programmer,4044,yes,yes,no
1840,John,28,Lawyer,4748,no,no,yes
1841,John,55,Lawyer,1069,yes,no,no
1842,Jane,36,Engineer,3706,no,no,no
1843,Alice,33,Manager,4264,no,yes,no
1844,Olivia,52,Programmer,990,no,yes,no
1845,Liam,24,Teacher,1398,no,no,yes
1846,Bob,28,Doctor,4141,yes,yes,no
1847,Charlie,45,Nurse,4671,yes,yes,yes
1848,John,50,Nurse,3242,no,yes,yes
1849,John,30,Scientist,1909,no,yes,yes
1850,Bob,48,Analyst,4467,no,no,yes
1851,John,45,Manager,586,no,no,yes
1852,Doe,48,Manager,3639,yes,yes,no
1853,Emma,46,Analyst,2526,no,no,yes
1854,Jane,41,Engineer,846,no,yes,no
1855,Liam,55,Analyst,3494,yes,no,yes
1856,Sophia,23,Manager,2040,yes,yes,yes
1857,Jane,54,Scientist,1853,no,no,yes
1858,Alice,37,Manager,1714,no,no,no
1859,Doe,30,Teacher,3506,no,no,no
1860,Alice,52,Scientist,947,no,yes,yes
1861,Alice,56,Lawyer,2676,no,no,no
1862,Charlie,56,Engineer,4036,yes,yes,yes
1863,Alice,22,Doctor,3687,no,yes,no
1864,Jane,52,Doctor,594,no,no,no
1865,Doe,51,Doctor,4919,yes,yes,yes
1866,Bob,44,Doctor,3312,no,yes,no
1867,Jane,58,Doctor,1990,no,yes,yes
1868,Jane,59,Programmer,3866,no,no,no
1869,Olivia,55,Programmer,2462,no,yes,yes
1870,Sophia,59,Scientist,2765,yes,no,no
1871,Emma,35,Engineer,2595,no,yes,yes
1872,Emma,59,Programmer,1565,no,yes,yes
1873,Charlie,26,Manager,579,no,yes,yes
1874,Charlie,44,Doctor,856,yes,no,no
1875,Jane,29,Teacher,2922,yes,yes,yes
1876,Charlie,34,Teacher,3640,yes,no,no
1877,Charlie,40,Scientist,3628,no,no,yes
1878,Charlie,56,Scientist,1733,no,no,no
1879,John,45,Lawyer,4916,yes,no,yes
1880,Bob,46,Engineer,1955,no,no,yes
1881,Doe,52,Scientist,3648,no,yes,yes
1882,Alice,56,Engineer,3959,no,yes,no
1883,Liam,34,Scientist,3362,no,no,yes
1884,Bob,24,Programmer,3322,no,no,no
1885,Sophia,51,Teacher,3797,yes,yes,no
1886,Doe,37,Teacher,4993,no,yes,no
1887,Jane,54,Nurse,3688,yes,yes,yes
1888,Doe,56,Manager,1942,no,no,no
1889,John,42,Manager,1634,no,yes,no
1890,Sophia,55,Analyst,3473,yes,yes,no
1891,Alice,52,Teacher,3138,yes,no,yes
1892,John,60,Teacher,3583,no,no,yes
1893,Alice,28,Analyst,3485,yes,yes,no
1894,Sophia,58,Lawyer,2184,no,yes,yes
1895,Doe,41,Doctor,2870,yes,no,no
1896,Doe,60,Doctor,2370,no,yes,no
1897,John,22,Manager,2879,no,no,no
1898,Olivia,22,Lawyer,4238,yes,yes,no
1899,John,29,Nurse,1394,yes,yes,no
1900,Liam,60,Manager,1004,yes,no,no
1901,Doe,32,Manager,4954,no,yes,no
1902,Doe,30,Doctor,538,yes,no,no
1903,Bob,50,Artist,3582,yes,no,no
1904,John,40,Nurse,1632,yes,yes,no
1905,Alice,35,Analyst,2878,yes,yes,yes
1906,Olivia,25,Engineer,3018,yes,no,no
1907,Alice,33,Manager,3319,yes,no,no
1908,Sophia,53,Manager,3312,yes,yes,yes
1909,Bob,46,Nurse,2249,no,yes,yes
1910,Charlie,57,Nurse,544,yes,yes,no
1911,Doe,36,Analyst,802,yes,no,no
1912,Bob,41,Nurse,4697,yes,no,no
1913,Doe,39,Nurse,4502,no,no,yes
1914,Emma,43,Scientist,1397,no,yes,no
1915,John,34,Teacher,2998,yes,yes,no
1916,Charlie,43,Programmer,2723,yes,no,no
1917,Liam,29,Scientist,2095,yes,no,yes
1918,Doe,56,Lawyer,4710,yes,no,no
1919,Olivia,57,Programmer,3215,yes,no,no
1920,John,42,Programmer,938,no,yes,no
1921,Charlie,54,Nurse,612,no,no,no
1922,Doe,49,Analyst,4747,yes,no,yes
1923,Liam,27,Lawyer,3223,yes,yes,no
1924,Jane,57,Engineer,2118,no,yes,no
1925,Liam,34,Analyst,3809,no,no,yes
1926,Jane,49,Manager,2580,no,no,no
1927,Olivia,25,Programmer,4163,yes,yes,no
1928,Jane,56,Engineer,1689,yes,yes,yes
1929,Jane,51,Nurse,2382,yes,yes,no
1930,Olivia,24,Artist,4603,yes,no,no
1931,Charlie,32,Nurse,4806,yes,no,yes
1932,Jane,48,Scientist,4590,yes,yes,yes
1933,Olivia,43,Analyst,530,yes,yes,no
1934,Liam,29,Doctor,1640,no,yes,no
1935,Jane,47,Programmer,2507,yes,yes,yes
1936,Charlie,29,Nurse,3239,yes,yes,no
1937,Liam,53,Doctor,3546,no,yes,no
1938,Sophia,45,Teacher,4230,yes,no,no
1939,Bob,52,Scientist,3651,no,yes,yes
1940,Liam,43,Doctor,2591,yes,yes,no
1941,Liam,46,Programmer,3782,yes,yes,no
1942,Emma,57,Engineer,4615,no,no,no
1943,Liam,28,Engineer,4555,yes,yes,yes
1944,Doe,44,Engineer,1199,yes,yes,no
1945,Doe,32,Analyst,1356,yes,no,no
1946,Sophia,45,Artist,3321,no,yes,no
1947,John,59,Manager,2999,yes,no,yes
1948,Bob,33,Manager,2099,no,no,yes
1949,Doe,44,Doctor,2539,no,no,yes
1950,John,50,Scientist,3902,yes,no,yes
1951,Alice,29,Engineer,1337,yes,yes,yes
1952,Olivia,54,Analyst,3759,yes,yes,yes
1953,Charlie,34,Doctor,2850,yes,yes,yes
1954,Liam,52,Manager,4336,yes,no,no
1955,John,30,Doctor,2567,no,no,no
1956,Emma,25,Nurse,4349,no,no,yes
1957,Doe,28,Doctor,1533,no,yes,no
1958,Jane,49,Artist,1286,no,no,yes
1959,John,58,Programmer,4063,yes,yes,yes
1960,Charlie,26,Teacher,1340,yes,no,no
1961,Doe,53,Analyst,4701,no,no,yes
1962,Liam,24,Teacher,3232,yes,yes,no
1963,John,38,Programmer,2588,no,no,yes
1964,Charlie,27,Doctor,4021,yes,yes,no
1965,Jane,31,Nurse,1638,no,yes,yes
1966,Sophia,38,Programmer,4082,no,no,no
1967,Sophia,27,Programmer,3630,no,yes,yes
1968,Olivia,38,Scientist,4831,no,yes,no
1969,Bob,46,Analyst,4746,no,yes,no
1970,Jane,47,Analyst,1080,no,no,no
1971,Sophia,56,Scientist,1727,yes,no,no
1972,Doe,22,Teacher,1817,yes,no,yes
1973,Doe,30,Manager,1871,no,no,yes
1974,Alice,46,Manager,3119,yes,no,yes
1975,Bob,42,Nurse,4895,yes,no,no
1976,Doe,26,Nurse,865,yes,yes,no
1977,Liam,52,Teacher,3873,no,yes,yes
1978,Doe,38,Teacher,2499,yes,yes,no
1979,John,55,Artist,3459,yes,yes,yes
1980,Sophia,41,Nurse,3435,yes,no,yes
1981,Liam,43,Artist,2084,no,no,yes
1982,Charlie,31,Scientist,1238,yes,yes,yes
1983,Bob,31,Lawyer,2678,yes,no,no
1984,Bob,22,Programmer,976,no,yes,no
1985,Liam,47,Scientist,2513,no,no,yes
1986,Olivia,46,Lawyer,2756,yes,no,no
1987,Bob,26,Doctor,3436,no,no,yes
1988,John,31,Doctor,787,yes,no,yes
1989,Bob,35,Analyst,2475,yes,yes,yes
1990,John,46,Artist,3456,no,yes,yes
1991,John,53,Engineer,4608,no,yes,no
1992,Charlie,35,Engineer,2630,no,yes,no
1993,Alice,39,Teacher,1898,yes,yes,no
1994,Sophia,44,Doctor,4690,no,no,yes
1995,Jane,55,Engineer,3454,no,yes,no
1996,Olivia,37,Scientist,1417,yes,yes,no
1997,John,31,Teacher,3985,no,yes,no
1998,Emma,24,Engineer,1244,no,yes,no
1999,Jane,51,Analyst,4183,yes,yes,yes
2000,Jane,37,Scientist,3323,yes,no,yes
2001,John,46,Manager,2006,no,yes,no
2002,Jane,48,Nurse,1487,no,yes,no
2003,Alice,59,Teacher,3417,yes,yes,no
2004,Charlie,36,Artist,1771,no,yes,no
2005,Liam,55,Artist,4577,no,yes,yes
2006,Emma,27,Nurse,788,yes,no,no
2007,Olivia,56,Engineer,1696,yes,yes,yes
2008,Alice,35,Doctor,1489,yes,yes,yes
2009,Charlie,55,Analyst,3866,yes,yes,yes
2010,Doe,36,Manager,1873,yes,no,no
2011,Olivia,47,Doctor,3096,no,yes,no
2012,Liam,50,Manager,2314,yes,no,no
2013,Doe,33,Scientist,4287,no,no,no
2014,Bob,38,Programmer,3049,yes,yes,yes
2015,Bob,40,Manager,1589,no,yes,no
2016,Doe,44,Nurse,2363,no,no,yes
2017,John,58,Artist,683,no,no,yes
2018,Jane,42,Analyst,2554,no,yes,no
2019,Sophia,43,Lawyer,4451,yes,yes,no
2020,Emma,25,Lawyer,4617,no,yes,yes
2021,Charlie,28,Engineer,4730,yes,yes,yes
2022,Liam,32,Doctor,4401,no,yes,yes
2023,Olivia,34,Manager,1592,yes,yes,no
2024,Sophia,22,Engineer,4587,yes,no,no
2025,Jane,31,Doctor,1145,no,yes,yes
2026,Alice,26,Analyst,3027,yes,no,no
2027,Alice,50,Doctor,3706,yes,no,yes
2028,Emma,23,Scientist,3972,yes,yes,no
2029,Bob,37,Programmer,1199,no,yes,yes
2030,Doe,46,Engineer,2206,no,yes,no
2031,Charlie,35,Analyst,1311,yes,yes,yes
2032,Doe,54,Analyst,4251,no,yes,yes
2033,Doe,27,Analyst,1873,yes,no,no
2034,Bob,52,Scientist,4350,yes,no,yes
2035,Doe,57,Lawyer,4568,no,no,yes
2036,Charlie,45,Lawyer,3031,yes,no,no
2037,Alice,33,Nurse,4299,no,no,yes
2038,Charlie,41,Teacher,2699,yes,no,no
2039,Doe,28,Teacher,4908,no,yes,no
2040,Doe,41,Teacher,3798,no,no,yes
2041,Doe,39,Teacher,4053,no,yes,no
2042,Liam,49,Nurse,2315,no,no,no
2043,Liam,40,Scientist,2209,no,no,no
2044,Doe,43,Doctor,1488,yes,yes,yes
2045,Emma,41,Engineer,2981,yes,no,yes
2046,John,44,Analyst,2119,no,yes,no
2047,Doe,46,Nurse,2658,no,no,no
2048,Doe,50,Teacher,2185,yes,no,yes
2049,Liam,47,Nurse,1670,yes,no,no
2050,John,50,Lawyer,1118,yes,no,no
2051,Doe,57,Doctor,4034,no,yes,yes
2052,Sophia,46,Doctor,1688,yes,no,no
2053,Doe,50,Analyst,3965,no,no,yes
2054,John,35,Lawyer,1859,no,yes,no
2055,Doe,40,Engineer,2187,yes,no,yes
2056,Bob,34,Analyst,4978,yes,no,no
2057,Jane,60,Engineer,4028,yes,no,no
2058,Charlie,23,Engineer,1936,yes,no,no
2059,Alice,42,Doctor,735,yes,yes,yes
2060,Jane,49,Teacher,1313,no,no,no
2061,Jane,40,Engineer,2968,yes,yes,no
2062,John,57,Artist,938,yes,yes,no
2063,Jane,38,Manager,3459,yes,yes,yes
2064,Doe,46,Scientist,4088,no,yes,no
2065,Emma,42,Manager,644,no,no,yes
2066,John,47,Engineer,1752,no,no,yes
2067,Jane,27,Artist,2965,yes,no,yes
2068,Sophia,41,Scientist,953,yes,yes,yes
2069,Bob,24,Analyst,2755,no,yes,yes
2070,Jane,25,Artist,1851,no,no,yes
2071,Charlie,54,Scientist,761,no,yes,no
2072,Sophia,27,Manager,686,yes,yes,yes
2073,Bob,39,Manager,2434,yes,no,yes
2074,Jane,49,Teacher,4039,yes,no,yes
2075,Sophia,60,Engineer,3857,no,no,yes
2076,Emma,29,Manager,4303,yes,yes,yes
2077,Alice,25,Manager,3549,no,no,no
2078,John,37,Teacher,4208,no,yes,no
2079,Charlie,52,Manager,1187,yes,no,yes
2080,Jane,40,Engineer,1683,no,yes,yes
2081,Olivia,24,Artist,4105,no,no,yes
2082,Charlie,43,Analyst,2636,yes,no,yes
2083,Charlie,33,Manager,3003,no,yes,no
2084,Emma,34,Teacher,4281,no,yes,no
2085,Emma,39,Lawyer,4951,yes,no,no
2086,Emma,43,Engineer,4015,no,no,yes
2087,John,28,Analyst,2936,yes,yes,yes
2088,Alice,35,Nurse,2166,yes,yes,no
2089,Liam,25,Nurse,3279,no,no,yes
2090,Emma,57,Engineer,3113,no,yes,no
2091,Doe,56,Lawyer,4377,yes,no,no
2092,Liam,30,Lawyer,1183,no,yes,yes
2093,Emma,29,Lawyer,3244,no,no,yes
2094,Emma,30,Manager,504,no,yes,no
2095,Emma,58,Programmer,4845,yes,no,no
2096,Sophia,27,Scientist,3360,yes,yes,no
2097,Sophia,24,Lawyer,1517,yes,yes,no
2098,Olivia,59,Scientist,3846,yes,no,yes
2099,Liam,60,Engineer,1949,yes,no,yes
2100,Alice,56,Engineer,2734,yes,no,yes
2101,Doe,34,Scientist,4421,yes,yes,no
2102,Alice,34,Analyst,4307,no,yes,yes
2103,John,54,Nurse,1133,no,no,yes
2104,Olivia,30,Doctor,2961,yes,yes,no
2105,Alice,33,Analyst,4213,yes,no,yes
2106,Jane,40,Manager,4627,no,yes,no
2107,Jane,34,Doctor,3742,no,yes,yes
2108,John,42,Teacher,4152,yes,yes,yes
2109,Sophia,24,Nurse,3298,yes,yes,yes
2110,Doe,47,Teacher,542,no,yes,yes
2111,Emma,51,Manager,4354,yes,yes,yes
2112,Bob,35,Engineer,1467,yes,yes,yes
2113,Alice,29,Manager,1577,yes,no,no
2114,Emma,26,Doctor,957,yes,yes,no
2115,Doe,59,Scientist,4598,yes,no,no
2116,Olivia,29,Nurse,3649,no,yes,no
2117,John,53,Programmer,859,no,yes,yes
2118,Olivia,40,Artist,3126,yes,yes,no
2119,Liam,46,Doctor,1971,yes,yes,no
2120,Olivia,35,Nurse,3546,no,yes,yes
2121,Doe,27,Analyst,3868,yes,yes,no
2122,Emma,45,Analyst,3654,yes,yes,yes
2123,Charlie,52,Engineer,4581,yes,no,no
2124,John,27,Doctor,1447,yes,yes,no
2125,Olivia,57,Scientist,733,yes,no,no
2126,Alice,58,Nurse,2045,no,no,no
2127,Bob,52,Teacher,3844,yes,no,no
2128,Bob,41,Lawyer,2635,yes,yes,yes
2129,Sophia,33,Manager,667,no,no,yes
2130,Bob,53,Programmer,1059,no,yes,yes
2131,John,46,Artist,1671,yes,no,yes
2132,Alice,55,Scientist,2764,yes,no,no
2133,Charlie,43,Analyst,1726,no,yes,no
2134,Charlie,40,Nurse,1017,yes,yes,yes
2135,Olivia,47,Manager,2197,yes,yes,no
2136,Charlie,38,Analyst,2914,yes,no,yes
2137,John,48,Manager,4738,no,no,no
2138,Olivia,53,Lawyer,2104,yes,yes,yes
2139,Doe,53,Analyst,4932,no,yes,yes
2140,Bob,49,Analyst,3298,yes,no,no
2141,Doe,24,Engineer,2402,yes,yes,yes
2142,John,49,Programmer,2032,no,yes,no
2143,Bob,43,Doctor,4922,yes,no,no
2144,Emma,30,Engineer,4781,no,yes,yes
2145,Sophia,47,Teacher,512,no,no,no
2146,Liam,51,Programmer,1002,yes,no,yes
2147,Jane,51,Scientist,4436,no,no,no
2148,Charlie,55,Analyst,4557,yes,yes,no
2149,Emma,54,Manager,696,yes,yes,no
2150,Emma,24,Nurse,3128,yes,yes,yes
2151,Jane,47,Programmer,1906,no,yes,no
2152,Doe,49,Engineer,818,no,yes,yes
2153,Doe,50,Doctor,2166,yes,no,no
2154,Doe,27,Artist,1198,yes,yes,yes
2155,Liam,35,Doctor,3637,yes,yes,yes
2156,Doe,33,Nurse,2819,no,yes,no
2157,Olivia,42,Engineer,617,yes,yes,yes
2158,Sophia,22,Analyst,4458,no,yes,yes
2159,Liam,32,Analyst,2102,yes,yes,yes
2160,Liam,41,Nurse,3744,no,yes,no
2161,Jane,53,Teacher,3744,no,no,yes
2162,Jane,26,Scientist,1803,yes,yes,yes
2163,Emma,22,Programmer,1446,no,yes,yes
2164,Olivia,41,Doctor,939,yes,no,no
2165,Bob,29,Programmer,4077,yes,yes,yes
2166,Charlie,41,Teacher,3179,no,yes,no
2167,John,42,Programmer,1075,no,yes,no
2168,Bob,52,Scientist,3930,no,no,yes
2169,Alice,38,Engineer,660,yes,no,yes
2170,John,25,Doctor,4736,no,yes,no
2171,Alice,46,Artist,2230,no,no,yes
2172,Bob,52,Artist,3526,yes,yes,no
2173,Liam,35,Programmer,3421,yes,no,no
2174,Alice,50,Engineer,2602,no,no,no
2175,Sophia,33,Programmer,3112,no,no,no
2176,Sophia,25,Programmer,3009,no,yes,no
2177,Jane,48,Doctor,3642,no,yes,no
2178,Sophia,30,Teacher,996,yes,yes,yes
2179,Charlie,32,Analyst,2823,yes,yes,yes
2180,John,55,Manager,3568,no,no,yes
2181,Emma,54,Scientist,2111,yes,no,no
2182,Charlie,43,Manager,1138,yes,yes,yes
2183,Olivia,38,Programmer,670,yes,no,yes
2184,Bob,55,Teacher,3475,no,no,yes
2185,John,30,Engineer,4909,no,yes,no
2186,Charlie,49,Teacher,4492,yes,yes,no
2187,Doe,41,Lawyer,2567,no,yes,no
2188,Alice,34,Programmer,3134,no,no,no
2189,Jane,52,Lawyer,1672,yes,no,no
2190,Bob,35,Engineer,4292,yes,yes,no
2191,Jane,33,Doctor,4096,no,yes,yes
2192,Sophia,53,Lawyer,2010,no,no,no
2193,Liam,56,Programmer,500,no,yes,yes
2194,Alice,42,Teacher,1945,yes,yes,no
2195,Emma,54,Programmer,895,yes,yes,yes
2196,Olivia,45,Lawyer,4850,yes,yes,yes
2197,John,44,Scientist,3276,yes,yes,no
2198,Jane,37,Manager,3754,yes,no,no
2199,Sophia,51,Manager,4345,no,yes,yes
2200,John,46,Manager,4174,no,yes,yes
2201,Charlie,36,Doctor,759,no,no,no
2202,Sophia,34,Engineer,675,yes,yes,no
2203,Emma,48,Artist,752,yes,no,yes
2204,John,59,Engineer,3705,yes,yes,yes
2205,Bob,54,Doctor,2862,no,yes,yes
2206,Olivia,31,Manager,4784,yes,yes,no
2207,Olivia,42,Nurse,1937,no,yes,yes
2208,Alice,28,Programmer,2150,yes,no,no
2209,Olivia,22,Manager,1291,yes,yes,no
2210,Liam,31,Analyst,834,no,yes,no
2211,Jane,60,Engineer,1835,yes,no,yes
2212,Olivia,54,Engineer,1909,no,yes,yes
2213,Olivia,59,Analyst,891,yes,no,no
2214,Emma,53,Artist,2478,no,no,yes
2215,Liam,36,Nurse,2613,no,yes,yes
2216,Charlie,55,Artist,1599,yes,yes,no
2217,Jane,60,Engineer,4554,no,yes,yes
2218,Alice,55,Doctor,759,yes,no,yes
2219,Doe,45,Doctor,3587,no,yes,no
2220,Alice,52,Engineer,4549,yes,no,no
2221,Charlie,49,Nurse,1664,yes,yes,yes
2222,Liam,22,Artist,3129,yes,yes,no
2223,Olivia,60,Manager,3107,no,no,no
2224,Emma,38,Artist,637,no,yes,yes
2225,Olivia,49,Nurse,627,no,no,yes
2226,Jane,59,Manager,4630,yes,no,yes
2227,Emma,56,Nurse,4730,yes,yes,no
2228,Emma,33,Nurse,2057,no,no,yes
2229,Sophia,43,Teacher,1094,no,no,no
2230,Charlie,37,Teacher,3212,yes,yes,yes
2231,Emma,53,Artist,3619,no,yes,no
2232,John,44,Programmer,1250,yes,yes,yes
2233,John,30,Programmer,1014,yes,yes,yes
2234,Liam,56,Teacher,3413,no,no,yes
2235,Doe,60,Doctor,3340,yes,no,no
2236,Olivia,59,Nurse,1578,yes,no,yes
2237,Jane,33,Teacher,2987,no,no,no
2238,Jane,41,Doctor,639,yes,yes,no
2239,Bob,52,Manager,3771,yes,no,yes
2240,Emma,28,Nurse,2721,yes,yes,no
2241,Doe,55,Teacher,1021,yes,yes,yes
2242,John,31,Programmer,3957,no,no,yes
2243,Sophia,33,Analyst,3702,no,no,yes
2244,Charlie,58,Doctor,3815,yes,yes,no
2245,Alice,33,Nurse,1637,yes,no,yes
2246,Olivia,50,Teacher,4146,no,no,no
2247,Liam,27,Engineer,3978,yes,yes,yes
2248,Liam,23,Nurse,1584,yes,no,no
2249,John,39,Programmer,2935,no,no,no
2250,Alice,35,Manager,840,no,yes,yes
2251,Liam,37,Programmer,3472,yes,yes,no
2252,Jane,33,Teacher,2518,no,no,no
2253,Liam,49,Scientist,2105,yes,no,no
2254,Jane,30,Artist,2247,no,no,no
2255,Doe,27,Engineer,948,yes,no,yes
2256,Alice,57,Nurse,708,yes,no,yes
2257,Olivia,43,Nurse,3059,no,no,yes
2258,Olivia,44,Teacher,4095,yes,yes,no
2259,Jane,36,Scientist,1569,no,yes,no
2260,Olivia,39,Analyst,2765,yes,yes,yes
2261,Jane,33,Artist,734,yes,yes,no
2262,Doe,35,Nurse,3032,no,no,yes
2263,Olivia,51,Manager,4227,yes,no,yes
2264,Olivia,57,Manager,1799,yes,no,no
2265,Olivia,34,Lawyer,4547,no,no,no
2266,Charlie,36,Artist,3277,yes,no,yes
2267,Alice,52,Scientist,3813,no,no,no
2268,Doe,47,Scientist,2628,no,no,no
2269,Jane,23,Doctor,1785,no,yes,yes
2270,Alice,49,Programmer,2594,yes,yes,yes
2271,John,27,Engineer,3994,yes,no,no
2272,Bob,48,Nurse,596,yes,yes,yes
2273,John,53,Scientist,4292,no,yes,no
2274,Doe,39,Artist,1445,yes,no,yes
2275,Charlie,24,Teacher,3069,no,yes,no
2276,John,50,Manager,946,yes,no,no
2277,Liam,33,Lawyer,1499,yes,no,no
2278,John,51,Engineer,2561,yes,yes,no
2279,Liam,40,Nurse,4943,no,no,yes
2280,Olivia,57,Doctor,3029,yes,no,no
2281,Olivia,40,Teacher,4023,yes,yes,yes
2282,Olivia,56,Scientist,1465,no,yes,yes
2283,Emma,58,Manager,787,yes,yes,no
2284,Doe,39,Teacher,1324,yes,no,yes
2285,John,46,Analyst,3487,yes,yes,no
2286,Doe,54,Doctor,749,no,no,no
2287,Doe,32,Lawyer,4959,yes,no,no
2288,Olivia,39,Teacher,3957,no,yes,no
2289,Olivia,32,Lawyer,4930,no,yes,yes
2290,Bob,43,Manager,2926,no,yes,yes
2291,Liam,30,Engineer,3274,no,no,yes
2292,Alice,60,Programmer,1169,yes,yes,yes
2293,Alice,58,Lawyer,3575,no,yes,yes
2294,Doe,37,Engineer,1695,yes,yes,yes
2295,Olivia,41,Doctor,1016,yes,yes,no
2296,Olivia,30,Nurse,2555,no,yes,no
2297,Liam,44,Programmer,3295,yes,no,no
2298,Sophia,54,Scientist,647,yes,no,no
2299,Alice,25,Teacher,3358,yes,yes,no
2300,John,29,Artist,4728,no,no,no
2301,Jane,25,Manager,2262,yes,yes,no
2302,Alice,40,Manager,2433,no,yes,no
2303,Alice,25,Manager,3535,yes,no,yes
2304,Doe,43,Nurse,4677,no,no,no
2305,Sophia,46,Lawyer,2684,no,yes,no
2306,John,39,Artist,2616,no,no,yes
2307,Emma,56,Scientist,1150,yes,yes,no
2308,Alice,22,Lawyer,1689,no,yes,yes
2309,Bob,52,Engineer,4242,yes,yes,no
2310,Olivia,38,Artist,4031,yes,no,yes
2311,Olivia,56,Nurse,2047,yes,no,yes
2312,Bob,41,Programmer,3852,yes,yes,no
2313,Bob,29,Doctor,1431,no,yes,no
2314,Emma,40,Teacher,1754,yes,no,no
2315,John,37,Engineer,3525,yes,yes,no
2316,Jane,36,Manager,3227,yes,yes,no
2317,Jane,27,Analyst,1343,no,no,no
2318,Bob,41,Programmer,4049,yes,yes,yes
2319,Liam,43,Teacher,4930,yes,no,yes
2320,Olivia,60,Teacher,4091,yes,yes,yes
2321,Emma,27,Engineer,1729,yes,yes,no
2322,Jane,50,Nurse,4755,no,no,no
2323,Doe,58,Analyst,1161,no,yes,yes
2324,Liam,47,Engineer,2590,yes,no,yes
2325,John,22,Programmer,752,yes,no,no
2326,Charlie,58,Artist,649,yes,yes,no
2327,Liam,54,Nurse,3922,no,yes,no
2328,Liam,40,Scientist,1165,no,no,yes
2329,Olivia,55,Nurse,3037,no,no,no
2330,Jane,43,Teacher,4994,yes,no,no
2331,Sophia,40,Lawyer,4489,yes,no,yes
2332,Olivia,45,Scientist,3581,no,no,yes
2333,John,27,Scientist,4862,yes,no,yes
2334,Bob,49,Engineer,4184,yes,yes,yes
2335,Liam,25,Programmer,4282,yes,no,yes
2336,Liam,26,Teacher,1335,yes,yes,no
2337,Bob,58,Analyst,1522,no,yes,no
2338,Alice,42,Doctor,4271,yes,no,yes
2339,Emma,37,Artist,2660,no,yes,yes
2340,Doe,56,Manager,3903,yes,no,yes
2341,Liam,49,Engineer,2244,no,yes,yes
2342,Emma,50,Programmer,2756,yes,no,yes
2343,John,24,Teacher,1040,yes,yes,yes
2344,Sophia,48,Scientist,3871,no,no,yes
2345,Bob,43,Artist,4006,yes,no,no
2346,Charlie,45,Analyst,4615,no,yes,no
2347,Emma,58,Manager,1870,no,no,yes
2348,Charlie,41,Manager,3860,yes,yes,no
2349,Doe,54,Manager,3748,yes,yes,yes
2350,Jane,28,Engineer,3593,no,yes,no
2351,Charlie,44,Scientist,3972,yes,no,no
2352,John,59,Teacher,4884,no,yes,yes
2353,Jane,38,Teacher,4800,yes,no,yes
2354,Alice,33,Artist,4798,yes,no,yes
2355,John,26,Analyst,1998,no,no,no
2356,John,41,Lawyer,1031,yes,no,no
2357,John,50,Scientist,3119,no,no,yes
2358,Jane,56,Scientist,980,yes,no,no
2359,Sophia,52,Manager,3761,yes,yes,yes
2360,Bob,55,Doctor,1589,yes,yes,no
2361,John,22,Programmer,1974,yes,yes,no
2362,Sophia,53,Lawyer,2750,yes,yes,no
2363,Sophia,51,Analyst,3117,yes,no,yes
2364,Bob,55,Doctor,4425,yes,no,no
2365,John,45,Engineer,4877,yes,yes,yes
2366,Bob,39,Manager,4814,yes,no,no
2367,Bob,35,Scientist,1550,yes,yes,yes
2368,Alice,27,Nurse,3054,no,no,yes
2369,Charlie,35,Doctor,3252,yes,no,yes
2370,Doe,35,Doctor,3246,no,yes,yes
2371,Emma,43,Manager,3631,no,no,yes
2372,Bob,25,Analyst,3990,no,no,yes
2373,Jane,45,Scientist,1201,no,no,no
2374,Doe,44,Nurse,706,no,yes,yes
2375,Sophia,54,Scientist,2376,yes,no,yes
2376,Jane,59,Engineer,4988,yes,yes,no
2377,Doe,43,Lawyer,2233,yes,yes,yes
2378,Liam,40,Manager,3091,no,yes,no
2379,Bob,43,Programmer,4943,yes,no,yes
2380,Sophia,35,Programmer,4438,yes,yes,yes
2381,Alice,35,Teacher,4274,yes,yes,yes
2382,Doe,25,Scientist,2180,yes,yes,no
2383,Liam,48,Lawyer,4598,yes,yes,no
2384,Bob,48,Programmer,4155,yes,no,yes
2385,John,22,Engineer,3296,yes,yes,yes
2386,Sophia,59,Engineer,2415,yes,no,yes
2387,Bob,39,Nurse,2004,yes,yes,no
2388,Alice,52,Nurse,3870,yes,yes,no
2389,Sophia,60,Analyst,2516,no,yes,no
2390,Olivia,49,Engineer,4828,yes,yes,yes
2391,Liam,34,Engineer,1222,yes,yes,no
2392,John,30,Scientist,4026,yes,no,yes
2393,Emma,48,Teacher,1634,yes,no,yes
2394,Bob,53,Manager,4912,no,yes,no
2395,Jane,49,Nurse,615,no,yes,yes
2396,Olivia,49,Doctor,3452,no,yes,no
2397,Sophia,48,Artist,622,no,no,yes
2398,Olivia,54,Analyst,802,no,no,yes
2399,Olivia,54,Programmer,2509,yes,no,no
